V_mag,V_angle,Plane_Angle,Trial_num,--,Pad_Connections,BodyContact,ForelegContact,HindlegContact,--,a_Trg_trg,a_Rot_trg,Vel_mag_B_O_trg,Vel_angle_B_O_trg,Vel_mag_B_P_trg,Vel_angle_B_P_trg,Tau_CR_trg,Tau_trg,Theta_x_trg,D_perp_CR_trg,D_perp_trg,--,Phi_B_O_impact,Phi_B_P_impact,Omega_B_O_impact,Vel_B_P_impact_x,Vel_B_P_impact_z,Impact_Magnitude,Force_Impact_x,Force_Impact_y,Force_Impact_z,--,reward,reward_vals,NN_Output_trg,a_Rot_scale,--,4_Leg_NBC,4_Leg_BC,2_Leg_NBC,2_Leg_BC,0_Leg_NBC,0_Leg_BC
1,90,0,1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,90,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,90,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,90,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,90,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,90,0,1,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,90,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,90,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,90,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,90,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,90,0,1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,90,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,90,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,90,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,90,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,90,0,1,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,90,0,2,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,90,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,90,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,90,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,90,0,1,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,90,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,90,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,90,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,90,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,90,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,90,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,90,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,90,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,90,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,90,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,90,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,90,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,90,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,90,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,85,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,85,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,85,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,85,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,85,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,85,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,85,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,85,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,85,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,85,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,85,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,85,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,85,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,85,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,85,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,85,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,85,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,85,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,85,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,85,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,85,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,85,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,85,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,85,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,85,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,85,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,80,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,80,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,80,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,80,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,80,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,80,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,80,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,80,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,80,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,80,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,80,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,80,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,80,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,80,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,80,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,80,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,80,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,80,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,80,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,80,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,80,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,80,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,80,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,80,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,80,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,80,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,80,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,80,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,80,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,75,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,75,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,75,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,75,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,75,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,75,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,75,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,75,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,75,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,75,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,75,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,75,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,75,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,75,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,75,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,75,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,75,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,75,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,75,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,75,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,75,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,75,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,75,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,75,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,75,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,75,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,75,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,75,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,70,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,70,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,70,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,70,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,70,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,70,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,70,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,70,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,70,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,70,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,70,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,70,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,70,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,70,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,70,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,70,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,70,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,70,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,70,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,70,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,70,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,70,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,70,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,70,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,70,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,70,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,70,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,70,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,70,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,70,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,70,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
