243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
243.00,189.00,105.00,32.00,2.00,28.00,99.00,183.00,242.00,249.00,201.00,120.00,43.00,3.00,20.00,85.00,170.00,235.00,252.00,211.00,135.00,54.00,6.00,13.00,72.00,156.00,227.00,253.00,222.00,149.00,65.00,11.00
